text,author,is_ai
"that nigger—why, he wouldn’t a give me the road if I hadn’t shoved him out o’ the way. I says to the people, why ain’t this nigger put up at auction and sold?—that’s what I want to know. And what do you reckon they said? Why, they said he couldn’t be sold till he’d been in the State six months, and he hadn’t been there that long yet. There, now—that’s a specimen. They call that a govment that can’t sell a free nigger till he’s been in the State six months. Here’s a govment that calls itself a govment, and lets on to be a govment, and thinks it is a govment, and yet’s got to set stock-still for six whole months before it can take a hold of a prowling, thieving, infernal, white-shirted free nigger, and—” Pap was agoing on so he never noticed where his old limber legs was taking him to, so he went head over heels over the tub of salt pork and barked both shins, and the rest of his speech was all the hottest kind of language—mostly hove at the nigger and the govment, though he give the tub some, too, all along, here",Mark Twain,0
"Bingley was by no means deficient in agreeable qualities; possessed of a cheerful disposition and a fortune sufficient to render him eligible in any society. Yet, Mr. Darcy was clever. It was a distinction universally acknowledged, and one which, though not openly proclaimed by those who benefited from Mr. Bingley’s good humour, was nonetheless keenly felt. 

He was at the same time haughty, reserved, and fastidious; and his manners, though undeniably polished, lacked the warmth which might have rendered him truly amiable. One could not but observe a certain air of condescension, a subtle implication that the company present rarely met his exacting standards. Miss Bennet, particularly, found herself subjected to a scrutiny so penetrating it bordered on the impertinent. 

Indeed, it was not merely his wealth, though considerable, that set him apart. It was a superiority of *mind*, he seemed to suggest, a capacity for discernment which placed him quite beyond the reach of common understanding. A frustrating quality, to be sure, yet one which, despite oneself, commanded a reluctant respect.",Jane Austen,1
"The static crackled, a blasphemous whisper from the void, yet Pabodie’s voice, though attenuated, held a disturbing cheer. We spoke of the dig, of course. Not the *what* of the dig – that remained, thankfully, unvoiced – but the *how*. He was, unsettlingly, fixated on the machinery.

“Marvelous drills, old friend, truly marvelous!” he rasped, the signal momentarily dissolving into a chorus of subterranean groans. “The tungsten carbide, you see, held against… against things no steel should withstand. They bit through the basalt as if it were crumbling shale. And the pneumatic hammers! Oh, the resonance they induced…”

A cold dread coiled within me. Resonance. He spoke of it with a ghastly enthusiasm, as if the vibrations weren’t merely fracturing stone, but *awakening* something. He continued, detailing the specific model, the manufacturer’s obscure Bavarian origins, the unsettlingly precise calibrations. 

Each description felt less like technical discussion and more like a litany, a summoning. He praised their efficiency, their relentless, unyielding power. Power that had, undeniably, breached a barrier best left undisturbed. The static swelled, and I feared, with a sickening certainty, that the drills hadn’t merely unearthed a place, but *opened* a door.",H.P. Lovecraft,1
"our early work: of our ascent of Mt. Erebus; our successful mineral borings at several points on Ross Island and the singular speed with which Pabodie's apparatus accomplished them, even through solid rock layers; our provisional test of the small ice-melting equipment; our perilous ascent of the great barrier with sledges and supplies; and our final assembling of five huge aëroplanes at the camp atop the barrier. The health of our land party--twenty men and fifty-five Alaskan sledge dogs--was remarkable, though of course we had so far encountered no really destructive temperatures or windstorms. For the most part, the thermometer varied between zero and 20° or 25° above, and our experience with New England winters had accustomed us to rigors of this sort. The barrier camp was semipermanent, and destined to be a storage cache for gasoline, provisions, dynamite, and other supplies. Only four of our planes were needed to carry the actual exploring material, the fifth being left with a pilot and two men, from the ships, at the storage cache to form a means of reaching us from the _Arkham_ in case all our exploring planes were lost. Later, when not using all the other planes for moving",H.P. Lovecraft,0
"suggested it. We had expected, upon looking back, to see a terrible and incredible moving entity if the mists were thin enough; but of that entity we had formed a clear idea. What we did see--for the mists were indeed all too malignly thinned--was something altogether different, and immeasurably more hideous and detestable. It was the utter, objective embodiment of the fantastic novelist's 'thing that should not be'; and its nearest comprehensible analogue is a vast, onrushing subway train as one sees it from a station platform--the great black front looming colossally out of infinite subterraneous distance, constellated with strangely colored lights and filling the prodigious burrow. But we were not on a station platform. We were on the track ahead as the nightmare, plastic column of fetid black iridescence oozed tightly onward through its fifteen-foot sinus, gathering unholy speed and driving before it a spiral, rethickening cloud of the pallid abyss vapor. It was a terrible, indescribable thing, vaster than any subway train--a shapeless congeries of protoplasmic bubbles, faintly self-luminous, and with myriads of temporary eyes forming and unforming as pustules of greenish light all over the tunnel-filling front that bore down upon us, crushing the frantic penguins and",H.P. Lovecraft,0
"all quitted Netherfield last November, Mr. Darcy! It must have been a most agreeable surprise to Mr. Bingley to see you all after him so soon; for, if I recollect right, he went but the day before. He and his sisters were well, I hope, when you left London?” “Perfectly so, I thank you.” She found that she was to receive no other answer; and, after a short pause, added,-- “I think I have understood that Mr. Bingley has not much idea of ever returning to Netherfield again?” “I have never heard him say so; but it is probable that he may spend very little of his time there in future. He has many friends, and he is at a time of life when friends and engagements are continually increasing.” “If he means to be but little at Netherfield, it would be better for the neighbourhood that he should give up the place entirely, for then we might possibly get a settled family there. But, perhaps, Mr. Bingley did not take the house so much for the convenience of the neighbourhood as for his own, and we must expect him to keep or quit it on the same principle.” “I",Jane Austen,0
"passed into other rooms, these objects were taking different positions; but from every window there were beauties to be seen. The rooms were lofty and handsome, and their furniture suitable to the fortune of their proprietor; but Elizabeth saw, with admiration of his taste, that it was neither gaudy nor uselessly fine,--with less of splendour, and more real elegance, than the furniture of Rosings. “And of this place,” thought she, “I might have been mistress! With these rooms I might have now been familiarly acquainted! Instead of viewing them as a stranger, I might have rejoiced in them as my own, and welcomed to them as visitors my uncle and aunt. But, no,” recollecting herself, “that could never be; my uncle and aunt would have been lost to me; I should not have been allowed to invite them.” This was a lucky recollection--it saved her from something like regret. She longed to inquire of the housekeeper whether her master were really absent, but had not courage for it. At length, however, the question was asked by her uncle; and she turned away with alarm, while Mrs. Reynolds replied, that he was; adding, “But we expect him to-morrow, with a large",Jane Austen,0
"Well, I was dozing off again, plumb lost to the world like a catfish in the mud, when I thinks I hears a deep sound of “boom!” away up the river. Not a cannon, mind you, not a proper explosion, but a sort of… *settling* boom. Like the world itself had just shifted in its sleep. 

I rouses up, and rests on my elbows, listenin’. Old Man Tiber ain’t never quiet, but this weren’t the usual churn and gurgle. No sir. This was a call to action, a nudge from Providence, I reckoned. And Providence, as near as I could figure, was tellin’ me it was high time to wrestle with a skillet.

A body can’t rightly contemplate the mysteries of the universe on an empty stomach, you see. So I swung my legs over the side, feelin’ every one of my years protest. The floorboards groaned a complaint, and the cat, that lazy varmint, barely flickered an eye. 

Bacon, I decided. Bacon and eggs. A man needs sustenance to ponder booms, and a good fry-up was the only sensible response to a world that felt like it was rearrangin’ itself. It was a bother, of course, but a feller’s gotta do what a feller’s gotta do.",Mark Twain,1
"Now, Old Man Hemlock, he weren’t a feller known for much beyond a stubborn streak and a fondness for patching his britches. But he *did* have a mule. Bess, she was called, and a more contrary beast you never did see. Hemlock, he declared Bess possessed a talent – a talent for *dyin’ dramatically*. 

He’d stage it, you see. A bit of flour dusted on her nose for paleness, a mournful drape of burlap, and Hemlock, wailin’ like a banshee, proclaimin’ Bess had succumbed to a rare mule-ague. First time, folks felt bad, offered condolences. Second time, they were suspicious. Third? Well, that’s when Hemlock started chargin’ a nickel a head to witness the spectacle.

“Come one, come all!” he’d bellow, “Behold the passin’ of a noble creature! A tragedy for the ages!” 

Folks grumbled, but curiosity, it’s a powerful thing. Bess, she’d just stand there, lookin’ bored, while Hemlock carried on. After the show, he’d declare, “Well, she rallied! A miraculous recovery!” and send ‘em all home, tellin’ ‘em, “Go along home, and advise everybody to come and see the tragedy.” Next day you couldn’t hear nothing around that town but how splendid. A nickel a head, and a mule with a knack for pretendin’. It was a marvel, I tell ya, a pure American marvel.",Mark Twain,1
"and, consequently, after a moderate period of extravagant and wild admiration, her fancy for him gave way, and others of the regiment, who treated her with more distinction, again became her favourites.” It may be easily believed, that however little of novelty could be added to their fears, hopes, and conjectures, on this interesting subject by its repeated discussion, no other could detain them from it long, during the whole of the journey. From Elizabeth’s thoughts it was never absent. Fixed there by the keenest of all anguish, self-reproach, she could find no interval of ease or forgetfulness. They travelled as expeditiously as possible; and sleeping one night on the road, reached Longbourn by dinnertime the next day. It was a comfort to Elizabeth to consider that Jane could not have been wearied by long expectations. The little Gardiners, attracted by the sight of a chaise, were standing on the steps of the house, as they entered the paddock; and when the carriage drove up to the door, the joyful surprise that lighted up their faces and displayed itself over their whole bodies, in a variety of capers and frisks, was the first pleasing earnest of their welcome. Elizabeth jumped",Jane Austen,0
"anything of the last page or two, put it hastily away, protesting that she would not regard it, that she would never look in it again. In this perturbed state of mind, with thoughts that could rest on nothing, she walked on; but it would not do: in half a minute the letter was unfolded again; and collecting herself as well as she could, she again began the mortifying perusal of all that related to Wickham, and commanded herself so far as to examine the meaning of every sentence. The account of his connection with the Pemberley family was exactly what he had related himself; and the kindness of the late Mr. Darcy, though she had not before known its extent, agreed equally well with his own words. So far each recital confirmed the other; but when she came to the will, the difference was great. What Wickham had said of the living was fresh in her memory; and as she recalled his very words, it was impossible not to feel that there was gross duplicity on one side or the other, and, for a few moments, she flattered herself that her wishes did not err. But when she read",Jane Austen,0
"Now, Old Man Tiber, he had a notion for bread unlike any you’d find this side of the Mississippi. Not baked in an oven, mind you, but *on* the roof of his shed. A roof he’d plastered thick with dough, a right sticky mess it was to look at. Folks said he was touched, but Tiber, he just chuckled and went about his business.

He’d slap the loaves right onto that dough, then carefully cover ‘em with another layer, sealing ‘em in tight as a politician’s promise. Then came the curious part. He’d heap hot embers – not flames, mind you, just glowin’ coals – right atop the dough lid. 

Stood back five foot, he did, with a long-handled poker, lookin’ cool and comfortable as a judge at a picnic. Said it was the even heat, see? No scorchin’, no underbakin’. 

And wouldn’t you know it, in fifteen minutes – not a minute more, not a minute less – he’d poke at the embers, lift the lid, and there it was. Bread, golden brown and smellin’ like heaven itself. A peculiar method, yes, but a mighty fine loaf, I tell you. Peculiar, but effective. Just like most things in this world, when you get right down to it.",Mark Twain,1
"one, that Elizabeth was the real cause of all the mischief; and the other, that she herself had been barbarously used by them all; and on these two points she principally dwelt during the rest of the day. Nothing could console and nothing appease her. Nor did that day wear out her resentment. A week elapsed before she could see Elizabeth without scolding her: a month passed away before she could speak to Sir William or Lady Lucas without being rude; and many months were gone before she could at all forgive their daughter. Mr. Bennet’s emotions were much more tranquil on the occasion, and such as he did experience he pronounced to be of a most agreeable sort; for it gratified him, he said, to discover that Charlotte Lucas, whom he had been used to think tolerably sensible, was as foolish as his wife, and more foolish than his daughter! Jane confessed herself a little surprised at the match: but she said less of her astonishment than of her earnest desire for their happiness; nor could Elizabeth persuade her to consider it as improbable. Kitty and Lydia were far from envying Miss Lucas, for Mr. Collins was only a",Jane Austen,0
"dollars?” They worried over that awhile, and ransacked all around for it. Then the duke says: “Well, he was a pretty sick man, and likely he made a mistake—I reckon that’s the way of it. The best way’s to let it go, and keep still about it. We can spare it.” “Oh, shucks, yes, we can _spare_ it. I don’t k’yer noth’n ’bout that—it’s the _count_ I’m thinkin’ about. We want to be awful square and open and above-board here, you know. We want to lug this h-yer money up stairs and count it before everybody—then ther’ ain’t noth’n suspicious. But when the dead man says ther’s six thous’n dollars, you know, we don’t want to—” “Hold on,” says the duke. “Le’s make up the deffisit,” and he begun to haul out yaller-boys out of his pocket. “It’s a most amaz’n’ good idea, duke—you _have_ got a rattlin’ clever head on you,” says the king. “Blest if the old Nonesuch ain’t a heppin’ us out agin,” and _he_ begun to haul out yaller-jackets and stack them up. It most busted them, but they made up the six thousand clean and clear. “Say,” says the duke, “I got another idea. Le’s",Mark Twain,0
"Miss Eleanor had been accustomed to Mr. Hawthorne’s reserve, a coolness bordering, she feared, on indifference. His visits to Barton Cottage were invariably brief, his conversation polite but devoid of warmth, and his gaze, though not unkind, rarely lingered. Thus, the alteration in his demeanour this morning was quite startling. He had spoken of the recent rains with genuine interest, inquired after her aunt’s embroidery with a solicitousness most unexpected, and even – *even* – offered a compliment upon the arrangement of the roses in the drawing-room.

“He was remarkably agreeable,” Eleanor confided to her uncle, Sir Thomas, during their morning walk. “Indeed, I believe I have never seen him so pleasant.”

Sir Thomas, a man of considerable observation and a dry wit, chuckled softly. “He is a gentleman of peculiar habits, my dear. A scholar, lost in his books, and somewhat…unpractised in the art of social ease.” He paused, adjusting his spectacles. “But perhaps he may be a little whimsical in his civilities,” replied her uncle, “and one should not read too much into a temporary brightening of his disposition.” Eleanor, however, found herself hoping it was *not* temporary, and that a more amiable Mr. Hawthorne had, at last, revealed himself.",Jane Austen,1
"it appear to him! In what a disgraceful light might it not strike so vain a man! It might seem as if she had purposely thrown herself in his way again! Oh! why did she come? or, why did he thus come a day before he was expected? Had they been only ten minutes sooner, they should have been beyond the reach of his discrimination; for it was plain that he was that moment arrived, that moment alighted from his horse or his carriage. She blushed again and again over the perverseness of the meeting. And his behaviour, so strikingly altered,--what could it mean? That he should even speak to her was amazing!--but to speak with such civility, to inquire after her family! Never in her life had she seen his manners so little dignified, never had he spoken with such gentleness as on this unexpected meeting. What a contrast did it offer to his last address in Rosings Park, when he put his letter into her hand! She knew not what to think, or how to account for it. They had now entered a beautiful walk by the side of the water, and every step was bringing forward a",Jane Austen,0
"do things regular, or don’t you?—that’s the idea. Don’t you reckon that the people that made the books knows what’s the correct thing to do? Do you reckon _you_ can learn ’em anything? Not by a good deal. No, sir, we’ll just go on and ransom them in the regular way.” “All right. I don’t mind; but I say it’s a fool way, anyhow. Say, do we kill the women, too?” “Well, Ben Rogers, if I was as ignorant as you I wouldn’t let on. Kill the women? No; nobody ever saw anything in the books like that. You fetch them to the cave, and you’re always as polite as pie to them; and by-and-by they fall in love with you, and never want to go home any more.” “Well, if that’s the way I’m agreed, but I don’t take no stock in it. Mighty soon we’ll have the cave so cluttered up with women, and fellows waiting to be ransomed, that there won’t be no place for the robbers. But go ahead, I ain’t got nothing to say.” Little Tommy Barnes was asleep now, and when they waked him up he was scared, and cried, and said he wanted",Mark Twain,0
"toughness of those archaic monstrosities, and the queer vital freaks the sculptures now showed the race to have----Danforth and I had seen a good deal in the last few hours, and were prepared to believe and keep silent about many appalling and incredible secrets of primal nature. IX. I have said that our study of the decadent sculptures brought about a change in our immediate objective. This, of course, had to do with the chiseled avenues to the black inner world, of whose existence we had not known before, but which we were now eager to find and traverse. From the evident scale of the carvings we deduced that a steeply descending walk of about a mile through either of the neighboring tunnels would bring us to the brink of the dizzy, sunless cliffs about the great abyss, down whose side paths, improved by the Old Ones, led to the rocky shore of the hidden and nighted ocean. To behold this fabulous gulf in stark reality was a lure which seemed impossible of resistance once we knew of the thing--yet we realized we must begin the quest at once if we expected to include it in our present trip. In",H.P. Lovecraft,0
"The pronouncement regarding Mr. Featherstone’s unexpected engagement, though delivered with a commendable lack of theatricality by Miss Penrose, was nevertheless a shock. As such pauses must always be, succeeded for a few moments. A delicate stillness descended upon the drawing-room, broken only by the ticking of the ormolu clock and the barely perceptible rustle of silk gowns. 

It was first broken by Mrs. Annesley, a genteel, agreeable-looking woman, whose endeavour to maintain composure was, perhaps, a trifle *too* pronounced. “Good heavens!” she exclaimed, fanning herself with a vigour quite unnecessary given the pleasant warmth of the fire. “To think of Mr. Featherstone, and Miss Lovelace! A most…unexpected union.”

Lady Beatrice, however, merely raised a perfectly sculpted eyebrow. “Unexpected, certainly,” she murmured, her tone suggesting a deeper understanding than she chose to reveal. “Though one might argue, my dear Mrs. Annesley, that Mr. Featherstone has always possessed a predilection for the…unconventional.” 

A ripple of suppressed amusement passed through the room. The subject, it seemed, was open for discussion, and the afternoon promised to be considerably more diverting than anticipated.",Jane Austen,1
"Old Man Hemlock, he was a study. A right peculiar cuss, always sniffin’ at progress and declarin’ the world was goin’ to pot. But lately, he’d taken to religion, sudden as a summer thunderstorm. Not the quiet, contemplatin’ kind, mind you. No, sir. This was a *loud* religion.

He’d cornered young Timmy Gable down by the creek, lookin’ flustered as a hen in a hailstorm. “Get religion, too!” he boomed, wavin’ a hand like he was swatting flies. “I never see such a son.” 

He took up a little blue and yaller picture of some cows and a boy, and says: “What’s this?”

Timmy, bless his heart, stammered, “It’s…somethin’ Miss Abigail gave me, sir. A Sunday school reward.”

Hemlock squinted. “Reward for *what*? For bein’ a heathen? For not seein’ the light? Boy, you gotta *feel* it! It ain’t about pictures of bovines, it’s about a feelin’ in yer gut! A powerful, tremblin’ feelin’!” He then proceeded to describe this feelin’ for a good ten minutes, mostly involvin’ comparisons to indigestion and a runaway mule. Timmy just nodded, wishin’ he’d stayed home and practiced whittlin’.",Mark Twain,1
"Now, Old Man Tiber, he was a caution. Folks said he’d gone plumb sour, lost his luck with the silver mines and taken to mutterin’ at clouds. Said nothin’ good would *ever* come of this patch of land again, not even a decent crop of weeds. But I reckon folks are quick to write off a man, and a field, too.

I was clearin’ out his shed – doin’ a bit of work for his niece, a sensible girl – and it was a sorry sight. Dust thicker than a Mississippi fog, tools rusted solid, and a general air of give-up-and-die about the place. Still, there was somethin’…persistent. A half-finished birdhouse, for one. And a pile of seed catalogues, dog-eared and marked with pencil.

Might come good, I thought. It just might. 

There was a boy’s old speckled straw hat on the floor; I took that, too. Good for shadin’ my eyes while I worked. And there was a bottle that had had milk in it, and it had a faint, sweet smell clingin’ to the glass. Reminded me of summer and possibilities. Even a busted-up old shed, I figured, could hold a whisper of hope. A fella just had to listen close.",Mark Twain,1
"bring her to Hunsford, and I will visit her.’ Allow me, by the way, to observe, my fair cousin, that I do not reckon the notice and kindness of Lady Catherine de Bourgh as among the least of the advantages in my power to offer. You will find her manners beyond anything I can describe; and your wit and vivacity, I think, must be acceptable to her, especially when tempered with the silence and respect which her rank will inevitably excite. Thus much for my general intention in favour of matrimony; it remains to be told why my views were directed to Longbourn instead of my own neighbourhood, where I assure you there are many amiable young women. But the fact is, that being, as I am, to inherit this estate after the death of your honoured father (who, however, may live many years longer), I could not satisfy myself without resolving to choose a wife from among his daughters, that the loss to them might be as little as possible when the melancholy event takes place--which, however, as I have already said, may not be for several years. This has been my motive, my fair cousin, and I flatter",Jane Austen,0
"I says: “What’s the name of them people over on t’other side of the river that you all goes to see sometimes?” They says: “There’s several; but it’s the Proctors, mainly.” “That’s the name,” I says; “I most forgot it. Well, Miss Mary Jane she told me to tell you she’s gone over there in a dreadful hurry—one of them’s sick.” “Which one?” “I don’t know; leastways, I kinder forget; but I thinks it’s—” “Sakes alive, I hope it ain’t _Hanner?_” “I’m sorry to say it,” I says, “but Hanner’s the very one.” “My goodness, and she so well only last week! Is she took bad?” “It ain’t no name for it. They set up with her all night, Miss Mary Jane said, and they don’t think she’ll last many hours.” “Only think of that, now! What’s the matter with her?” I couldn’t think of anything reasonable, right off that way, so I says: “Mumps.” “Mumps your granny! They don’t set up with people that’s got the mumps.” “They don’t, don’t they? You better bet they do with _these_ mumps. These mumps is different. It’s a new kind, Miss Mary Jane said.” “How’s it a new kind?” “Because it’s mixed",Mark Twain,0
"Now, the river was a-rollin’ along like a contented hog in the mud, and we was makin’ good time, considerin’. But a fella couldn’t rightly *enjoy* good time with that Duke’s foolishness weighin’ on a body. He’d been a-tinkerin’ in the printin’ office of that one-horse town, spouting about “warnings” and “public service,” which translated, in my estimation, to stirrin’ up a hornet’s nest of trouble. 

Old Jim, he was fretful. Said he’d heard tell of powwows – gatherings of folks with long memories and shorter tempers – that could follow a man clear to kingdom come if he’d riled ‘em enough. And the Duke, with his fancy talk and printed lies, had riled ‘em plenty.

So we laid to, makin’ miles enough that night to get clean out of the reach of whatever ruckus we reckoned was brewin’. The steam whistle blew a mournful sound, like a lost hound dog, and the lamps flickered, castin’ long, dancin’ shadows. It weren’t a comfortable feelin’, knowin’ you was runnin’ from a storm you yourself had helped conjure. A body could only hope the river was faster than a grudge.",Mark Twain,1
"The static clung, a greasy film upon the ether. It wasn’t merely radio interference, but a *presence* within the wavelengths, a cold, geometrical wrongness that prickled the scalp and tasted of ozone and ancient dust. Agreed, the initial signal from the Miskatonic expedition had been received – a frantic, fragmented plea concerning cyclopean masonry and a luminescence not of this sun – but thereafter, silence. A silence more terrifying than any scream.

Some electrical condition in the disturbed air to the westward seemed to prevent communication. Each attempt to re-establish contact yielded only that same insidious hiss, punctuated by fleeting, non-Euclidean echoes. Old Man Hemlock, the operator, swore the sound *shifted*, resolving momentarily into something…vocal. Not human, certainly. More akin to the grinding of basalt against basalt, or the sigh of a wind across a landscape utterly devoid of life.

We did, however, get the _Arkham_, and Dou. The freighter, responding to our relayed distress call, reported sighting an unnatural aurora borealis over the plateau, a sickly, pulsating green that defied all known atmospheric phenomena. And Dou… poor, stammering Dou, the junior cartographer, arrived babbling of angles that shouldn’t *be*, of a city built before time, and of eyes… countless, lidless eyes watching from the black gulfs between the stars. He hasn’t spoken coherently since.",H.P. Lovecraft,1
"The matter had been settled, quite to the satisfaction of everyone present save, perhaps, Miss Elizabeth. Mr. Harding’s proposal, delivered with a commendable, if somewhat breathless, sincerity, had been accepted by her sister, the amiable Jane. A general murmur of approval rippled through the room, compliments bestowed upon the happy couple with a warmth that bordered on effusiveness. 

Yet Elizabeth, though offering the requisite congratulations, had turned away her head. Presuming, however, that this studied avoidance spoke rather of a momentary embarrassment than an actual disinclination, Mrs. Bennet declared it merely the effect of surprise. A most natural reaction, she assured anyone who would listen, and one entirely befitting a sister so devoted.

Mr. Bennet, observing the scene with his customary detachment, raised a sardonic eyebrow. He knew his Elizabeth. It was not surprise that clouded her features, but something altogether more complex. A delicate consideration, perhaps, or a quiet regret for possibilities not chosen. He suspected, with a familiar amusement, that the quiet of Longbourn would soon be disturbed by a flurry of pointed observations and carefully veiled criticisms. The wedding, he thought, would be *most* interesting.",Jane Austen,1
"The reports from the dig were… unsettling, even for a man accustomed to the geological obscenities of the West. Not the strata themselves – though the basalt was of a hue no textbook described, a sickly violet veined with ochre – but the *manner* of their disruption. The borings, initially routine, yielded not core samples, but a hollow resonance, a sickening thrum that vibrated in the teeth. Then came the blastings.

Each detonation, intended to loosen the stubborn rock, seemed to *answer* something. A deeper, echoing concussion that wasn’t merely seismic. Fragments exhumed bore markings – not glyphs, not runes, but a geometry that defied Euclidean comprehension, angles that felt… *wrong*. They weren’t carved, but *grown*, as if the stone itself had yielded to an alien impulse. 

He was strangely convinced that the marking wasn’t meant for eyes, but for something… other. Something that listened with a sense beyond sight, a resonance attuned to the fracturing of the earth. The foreman spoke of nightmares, of a cold wind even in the desert heat, and a pervasive sense of being *watched* from below. He dismissed it as sunstroke, but the unsettling thrum persisted, and with each blast, the feeling grew: they weren’t uncovering a formation, but *awakening* one.",H.P. Lovecraft,1
"as I can make out.” “Is dat so?” “You read about them once—you’ll see. Look at Henry the Eight; this’n ’s a Sunday-school Superintendent to _him_. And look at Charles Second, and Louis Fourteen, and Louis Fifteen, and James Second, and Edward Second, and Richard Third, and forty more; besides all them Saxon heptarchies that used to rip around so in old times and raise Cain. My, you ought to seen old Henry the Eight when he was in bloom. He _was_ a blossom. He used to marry a new wife every day, and chop off her head next morning. And he would do it just as indifferent as if he was ordering up eggs. ‘Fetch up Nell Gwynn,’ he says. They fetch her up. Next morning, ‘Chop off her head!’ And they chop it off. ‘Fetch up Jane Shore,’ he says; and up she comes. Next morning, ‘Chop off her head’—and they chop it off. ‘Ring up Fair Rosamun.’ Fair Rosamun answers the bell. Next morning, ‘Chop off her head.’ And he made every one of them tell him a tale every night; and he kept that up till he had hogged a thousand and one tales that way,",Mark Twain,0
"in my mouth if I left it alone. When I got half-way, first one hound and then another got up and went for me, and of course I stopped and faced them, and kept still. And such another powwow as they made! In a quarter of a minute I was a kind of a hub of a wheel, as you may say—spokes made out of dogs—circle of fifteen of them packed together around me, with their necks and noses stretched up towards me, a-barking and howling; and more a-coming; you could see them sailing over fences and around corners from everywheres. A nigger woman come tearing out of the kitchen with a rolling-pin in her hand, singing out, “Begone _you_ Tige! you Spot! begone sah!” and she fetched first one and then another of them a clip and sent them howling, and then the rest followed; and the next second half of them come back, wagging their tails around me, and making friends with me. There ain’t no harm in a hound, nohow. And behind the woman comes a little nigger girl and two little nigger boys without anything on but tow-linen shirts, and they hung on to their mother’s",Mark Twain,0
"beyond a doubt: there cannot be two opinions on that point.’” “Upon my word! Well, that was very decided, indeed--that does seem as if--but, however, it may all come to nothing, you know.” “_My_ overhearings were more to the purpose than _yours_, Eliza,” said Charlotte. “Mr. Darcy is not so well worth listening to as his friend, is he? Poor Eliza! to be only just _tolerable_.” “I beg you will not put it into Lizzy’s head to be vexed by his ill-treatment, for he is such a disagreeable man that it would be quite a misfortune to be liked by him. Mrs. Long told me last night that he sat close to her for half an hour without once opening his lips.” [Illustration: “Without once opening his lips” [_Copyright 1894 by George Allen._]] “Are you quite sure, ma’am? Is not there a little mistake?” said Jane. “I certainly saw Mr. Darcy speaking to her.” “Ay, because she asked him at last how he liked Netherfield, and he could not help answering her; but she said he seemed very angry at being spoke to.” “Miss Bingley told me,” said Jane, “that he never speaks much unless among his intimate acquaintance. With",Jane Austen,0
"Miss Eleanor Penrose, though by no means capital in beauty – possessing, rather, a pleasing regularity of feature and a complexion inclined to the rose – found herself the centre of a small, yet flattering, attention. The evening at the Thornewoods was progressing with its usual decorum; polite conversation regarding the late harvest, the merits of Mr. Wilmot’s new carriage horses, and the lamentable state of Lady Beatrice’s gout. 

After a song or two, and before she could reply to the entreaties of several that she would sing again, she was eagerly summoned by Mr. Finch, a gentleman of considerable fortune, though lamentably deficient in wit. He offered a compliment upon her voice, delivered with a breathless earnestness that suggested more was intended than mere musical appreciation. 

Eleanor, accustomed to such clumsy overtures, offered a demure acknowledgement. Her sister, Marianne, observing the exchange from across the room, raised a delicately arched eyebrow. It was, Marianne thought, a most predictable circumstance. Mr. Finch, lacking the discernment to appreciate a truly fine mind, would invariably fix upon the most readily available accomplishment. Eleanor, however, possessed a fortitude that belied her gentle appearance, and Marianne had no doubt she would manage the situation with her customary grace.",Jane Austen,1
"Miss Eleanor Ainsworth found herself in a most uncomfortable position, seated opposite Mr. Finch at a small, rather dusty table in the tea rooms. He had, with a regrettable lack of discretion, confided in her regarding a… *misunderstanding* with the eldest Miss Penrose. A misunderstanding involving a misplaced sonnet and a rather fervent declaration, delivered, it appeared, under the misapprehension of reciprocal sentiment.

“It were to get round to the lady’s family,” Mr. Finch lamented, stirring his tea with unnecessary vigour, “an unpleasant thing indeed. The Penroses are, as you know, possessed of a certain… rigidity.”

Eleanor offered a sympathetic inclination of her head. “Indeed. Their connections are most respectable, and their expectations, correspondingly high.”

“You may depend upon my not mentioning it,” he assured her, his voice a low murmur. “The whole affair is best forgotten, buried beneath a mountain of polite conversation.”

Eleanor’s gaze met his, a delicate firmness within it. “And remember that I have not… heard a word of this. Do not, I implore you, consider me a confidante in such delicate matters. My silence is absolute.” The weight of the Penroses’ potential displeasure pressed heavily upon her own composure.",Jane Austen,1
"wagon drove up to the front stile, and Aunt Sally she see it through the window, because it was only about fifty yards, and says: “Why, there’s somebody come! I wonder who ’tis? Why, I do believe it’s a stranger. Jimmy” (that’s one of the children) “run and tell Lize to put on another plate for dinner.” Everybody made a rush for the front door, because, of course, a stranger don’t come _every_ year, and so he lays over the yaller-fever, for interest, when he does come. Tom was over the stile and starting for the house; the wagon was spinning up the road for the village, and we was all bunched in the front door. Tom had his store clothes on, and an audience—and that was always nuts for Tom Sawyer. In them circumstances it warn’t no trouble to him to throw in an amount of style that was suitable. He warn’t a boy to meeky along up that yard like a sheep; no, he come ca’m and important, like the ram. When he got a-front of us he lifts his hat ever so gracious and dainty, like it was the lid of a box that had butterflies asleep",Mark Twain,0
